name	batch01_QC01	batch01_QC02	batch01_QC03	batch01_C05	batch01_S07	batch01_C10	batch01_QC04	batch01_S01	batch01_C03	batch01_S05	batch01_C07	batch01_S06	batch01_QC05	batch01_C08	batch01_C06	batch01_S02	batch01_S09	batch01_QC06	batch01_S04	batch01_C04	batch01_S10	batch01_C09	batch01_QC07	batch02_C05	batch02_S03	batch02_S07	batch02_C01	batch02_C10	batch02_QC08	batch02_S01	batch02_C03	batch02_S05	batch02_C07	batch02_S06	batch02_QC09	batch02_C08	batch02_C06	batch02_S02	batch02_S09	batch02_C02	batch02_QC10	batch02_S04	batch02_S08	batch02_C04	batch02_S10	batch02_C09	batch02_QC11	batch03_C05	batch03_S03	batch03_S07	batch03_C01	batch03_C10	batch03_QC12	batch03_S01	batch03_C03	batch03_S05	batch03_C07	batch03_S06	batch03_QC13	batch03_C08	batch03_C06	batch03_S02	batch03_S09	batch03_C02	batch03_QC14	batch03_S04	batch03_S08	batch03_C04	batch03_S10	batch03_C09	batch03_QC15	batch04_C05	batch04_S03	batch04_S07	batch04_C01	batch04_QC16	batch04_S01	batch04_S05	batch04_C07	batch04_S06	batch04_QC17	batch04_C08	batch04_C06	batch04_S02	batch04_S09	batch04_C02	batch04_QC18	batch04_S08	batch04_C04	batch04_S10	batch04_QC19	batch05_QC20	batch05_S03	batch05_S07	batch05_C01	batch05_C10	batch05_QC21	batch05_S01	batch05_C03	batch05_C07	batch05_QC22	batch05_C06	batch05_C02	batch05_QC23	batch05_S04	batch05_S08	batch05_C04	batch05_QC24	batch06_QC25	batch06_S03	batch06_C10	batch06_QC26	batch06_S01	batch06_C03	batch06_S05	batch06_C07	batch06_S06	batch06_QC27	batch06_C08	batch06_C06	batch06_S02	batch06_C02	batch06_QC28	batch06_S04	batch06_S08	batch06_C04	batch06_C09	batch06_QC29	batch07_QC30	batch07_C05	batch07_S03	batch07_S07	batch07_C01	batch07_C10	batch07_QC31	batch07_C03	batch07_S05	batch07_C07	batch07_S06	batch07_QC32	batch07_C08	batch07_S02	batch07_S09	batch07_C02	batch07_QC33	batch07_S04	batch07_S08	batch07_S10	batch07_C09	batch07_QC34	batch08_C05	batch08_S03	batch08_S07	batch08_C01	batch08_C10	batch08_QC36	batch08_S01	batch08_C03	batch08_S05	batch08_C07	batch08_S06	batch08_QC37	batch08_C08	batch08_S02	batch08_S09	batch08_QC38	batch08_S04	batch08_S08	batch08_C04	batch08_S10	batch08_C09	batch08_QC39
296.06116	45277	45109	43109	39918	58123	45805	39103	0	32079	75596	64328	89988	46292	27952	0	163910	53980	43573	62891	31782	46914	36801	36075	62562	33067	46153	26510	35859	37105	0	34095	44885	50582	76089	38034	26092	0	109200	82121	0	47598	91331	168700	0	0	46180	41728	86582	136020	80870	24128	50919	39900	0	20155	106650	42955	46468	40446	29752	70002	129700	100920	39988	37479	54401	110400	23189	69131	42084	40522	37167	27007	0	22833	48012	0	93041	0	77656	39458	27697	0	0	78328	0	50248	141280	33633	0	40901	39736	63388	51768	25291	54557	42332	29357	39196	50510	40856	92583	49033	45153	89409	146680	39931	43689	40610	0	59621	43639	55608	30516	103090	30923	69430	45529	50836	0	244650	64024	40105	93239	283210	27766	49845	42743	41041	30784	32914	37009	16508	29831	44867	20826	43228	23632	41340	36073	26473	58715	49856	34029	42615	53406	85747	33544	26376	38017	28201	26584	37980	14376	27020	35469	26810	15565	32306	28632	31638	41683	21876	65408	48326	37273	46412	75160	22068	40757	24684	41021
454.15227	0	7000	6912.5	31150	19469	22684	0	21849	25866	13735	23213	11466	7175.9	24329	28138	18780	17845	5442.9	22394	24526	0	22099	0	30418	0	0	28129	25887	0	17878	26660	17279	24537	15959	0	26290	28574	20287	16940	25808	0	0	0	29063	0	21209	0	32201	15915	18479	28561	22163	4885.5	21879	24897	25470	19911	15958	0	19561	21967	23398	11743	21769	7745.9	19999	16458	31515	17586	21087	4035.5	33259	16253	17238	30059	0	0	14812	25091	15919	8863.8	29791	28888	22070	0	27336	5114.4	19010	30964	20037	7627.9	9608.1	0	16074	27401	26079	5157.6	20505	25115	21278	10082	38022	27924	6687.4	0	18958	32608	9746.4	8277.3	12951	27636	9124.1	22367	29241	0	28828	12637	11786	26169	34176	29144	32728	11642	0	29582	27711	20641	11219	8374.2	32770	21086	22165	33958	31591	10815	24332	25754	37899	21910	8075.9	26438	23874	19143	32890	9222.5	0	19969	22197	28509	8694.3	36912	25955	20736	27553	30578	10521	21714	33144	20894	32054	23658	0	35459	26860	19859	12035	27450	0	39407	21801	30076	7770.6
397.27992	27483	24696	29490	46886	23324	58955	41249	53864	56825	37549	44199	72891	37166	56189	47122	58015	58690	48560	51612	62313	48977	51060	54996	56632	60711	63912	48374	71495	67774	57191	44689	43903	33121	67053	85550	82106	59219	50913	86084	55228	56492	51601	109030	77068	76897	119510	53494	76278	64700	63441	46811	75775	88422	70416	59197	75473	148090	83099	62845	85111	54707	64824	68294	85405	53089	73444	86756	40418	50407	97974	70300	57412	73121	70781	51410	58593	48269	48655	53688	56289	60252	86901	49116	62114	58235	62212	57127	62454	29172	51651	52737	18851	44833	37510	41432	95123	0	32959	31018	41822	15861	0	0	15795	43540	32354	55126	14680	20554	37005	41876	18138	39606	36818	20377	33992	49577	21863	39660	36099	0	63483	19845	41281	0	0	43710	19868	34151	40050	0	66908	14371	178010	11381	35887	39848	26201	48038	43006	141930	50463	88196	31377	20886	31576	53573	75715	89641	23325	35912	69626	53941	38183	35680	19471	45612	0	54802	36792	25869	26195	34366	0	51745	33742	33076	41886	23752	55958	0	21543
414.33272	9522.8	7655.1	9092.2	37151	16955	19051	7309.2	17631	23627	14768	34375	24879	10332	30220	28988	21832	25499	11012	23830	21469	14494	21376	10411	33643	18574	25384	20771	22460	8941.4	14767	20018	19115	39471	24634	7592.9	29850	25616	20997	28095	22544	6618.7	21309	24670	25441	24423	21172	9614.6	31362	15937	18352	16232	22274	8590.5	19243	22960	26298	28228	23959	7419.6	23031	18822	24430	26489	28652	10430	18236	17604	20671	16872	20799	8197.3	31624	19999	19421	16058	7842.2	17753	24491	37868	26745	8635.9	63800	22700	29561	18675	26329	9100.7	25679	19787	25196	9236.5	12958	22177	20500	18278	21667	6485.3	14858	20211	38781	9311.1	25589	25056	10016	17516	24470	23097	9816.8	10852	13767	14140	9426.2	19213	28831	19987	38961	21468	11424	24565	10761	15847	20749	10697	20101	6910.6	24757	16579	12292	15811	77290	31017	40412	45594	55895	16885	35497	38880	60297	57412	16882	54673	41031	51615	46132	21805	35467	47202	38951	42914	19304	57575	41443	44838	34180	55205	16737	36702	43308	39214	84141	57055	21871	60368	47580	47341	17794	51536	51580	49652	41425	39073	17871
425.27966	7657	5580.4	8649.5	10405	6290.4	10450	8631.3	12582	3002.5	0	8342.8	11249	12276	2568.4	11696	7202.1	10977	14879	10203	9237.1	13056	5237.5	9049	7737.5	8534	6831.3	14543	7586.8	11311	11639	3953.7	8909.4	3809.8	14321	8797.2	0	11567	0	7388.1	4945	15562	5986.1	17461	3932.1	10465	6746.9	11664	8481.9	5478.9	8546.3	4371.9	2820.6	17998	7157.8	15617	11799	10926	6005.4	18388	5930.1	4758.8	10591	0	0	15080	2493.5	7786.6	4266.8	7022.1	6859.9	18944	8022.2	14142	11670	3308	13262	8612.4	8753.9	7181.5	7763.8	14789	13862	0	12890	7660.8	3367.6	15528	8988.3	7558.4	8496.7	14275	0	12010	12837	2776.8	9194.1	0	10382	11751	12414	3384.4	10870	4579.5	3250.9	14570	4480.1	9591.2	3246.7	3493.4	0	0	4931.2	0	4868.9	0	11805	0	2556	0	15409	0	2770.6	4344.5	8529.8	0	0	0	2815.4	10981	10268	12445	16348	22461	8468.8	22639	21477	5481.6	15812	17892	15687	7177.4	0	9270.1	8827.2	6185.6	0	8783.4	12749	6485.4	16556	5395.2	11063	10293	20473	8665.6	14291	8804.2	7738.9	7547.9	35083	11337	11686	4651.8	7278.9	8092.4	14577	7712.6	4466.5	7994.8	8002.7	0	14516
484.07517	64035	61437	71001	70488	71998	68610	64658	73579	68262	77087	66395	69565	67934	76455	74291	66679	67213	66665	62250	64502	69327	69074	64446	65033	62566	77383	65514	62498	64520	62582	64559	71504	71948	72208	71552	69795	64885	60386	63752	73541	68822	59548	68487	64682	71843	68498	66171	65289	64520	67018	65165	62773	68719	70327	61374	70264	66168	69370	68960	75809	67313	68502	67115	71254	66970	62055	69421	65877	65753	61936	64096	66868	65222	67385	61353	66241	63703	72048	67257	64464	65160	80884	69737	71043	68314	68480	65101	68840	59196	75931	67549	74594	68248	69070	63649	63089	75230	80387	59037	63242	69539	64883	60566	64726	54727	65432	54568	80409	79142	62799	64694	56820	58136	50376	62601	58188	62333	68378	60893	63387	56511	57202	57534	55151	67112	50580	59069	60017	58797	63667	52751	50012	47708	52229	52188	50320	53653	48129	51903	44384	51402	48156	51416	46856	47138	40610	52844	58498	54831	54649	52223	51846	50452	46833	43985	51754	56542	44237	54510	51823	52476	52693	56730	50963	52405	52920	52491	52452	50544	50015	49493	50448
397.33397	0	0	0	8730.5	1962.5	5697.5	0	4647.3	5987.9	3971.2	7256.2	4822.3	0	8562.2	10098	6105.2	5670.5	0	5488	7025.4	4281	6942.1	1861	7897.1	4612.8	5692.5	7688.2	8447.6	0	3164.6	7520	3602.7	10313	5114.3	0	10860	9216.1	4667.8	6726.5	6923	0	4834.8	4269.3	6397.8	4756.7	7004.8	0	6445.6	3788.7	0	7009.4	6371.1	0	4500.3	7139.4	5727.2	7884.8	2547.2	0	7091.7	9463.5	4495.4	2865.1	5679.8	0	2127.8	3752.6	6585.6	5912.9	7721.7	0	7010.2	4388.5	3995.1	6990.6	0	5888.4	5792	8449.9	4656.7	0	17394	10070	4620.3	4170.3	7533.4	0	5104.7	6715.6	6475.6	0	1982.1	4419.9	4018.2	7648.2	4917.6	1766.2	2532.4	6214.4	9180.1	1831.6	10421	6367.3	0	4616.6	4956.1	9525.6	2235.5	0	4515.4	5560.1	0	5552.8	10678	3956.9	10633	3139.9	2793.7	10529	7894.2	5331.7	5714.2	0	4316	2221.5	8647.2	4533.9	0	4206.5	6733.7	2336.8	6980.5	12517	10442	0	5828.4	5526	11880	7674	0	8618.5	5717.8	0	7604.7	2456.9	4742.6	8008.9	7442.2	8636.7	0	10096	7215.1	6083.9	8975.8	12145	0	5406.1	7324.3	4790.7	11894	7081.5	0	10094	6694.5	5464.9	0	6878.2	5319.1	7293.3	3586.1	5057.8	0
329.02587	205240	199120	201470	82493	178700	118030	197680	127390	156490	148530	98505	132270	195620	121500	140980	142870	198270	190470	170970	167350	148100	95082	189990	89454	153290	149630	151000	107470	195030	143850	159780	141370	100290	131090	207570	115790	136360	142390	198400	153720	200350	192830	154920	179490	144680	87712	178960	83040	169500	154040	145910	108100	194140	128750	153780	131190	97473	163310	193510	137710	135950	142380	193480	157420	194730	183030	188400	166380	138480	84675	185690	82868	187300	141960	145050	201670	138010	127760	94826	129090	190270	117540	143510	123430	220740	160800	187990	172230	165610	126700	176560	157970	133980	158150	130710	104110	154310	116290	154400	99711	154030	132880	166330	149990	168000	171460	142470	158170	157570	152690	102180	165160	126900	162240	133010	94800	137540	139220	120930	133600	129350	157700	147970	174860	119710	173700	99446	158750	221630	90674	202830	178500	152970	113760	197700	189990	150810	132850	160170	200580	155900	169020	215610	200180	185230	186560	183780	152540	86876	201080	95524	177190	170410	174190	109320	204730	153380	186550	142330	108050	149110	183910	147810	166130	223070	202810	184800	173790	198510	143900	97878	186370
489.94364	47462	43908	51323	8067.2	53258	21267	43464	38102	35899	27233	21231	29403	43074	26165	22052	32654	40336	41150	43782	19542	41615	23111	48094	4892.9	29781	44717	67291	20641	41524	41709	32997	34913	23056	34502	49147	21919	21581	38446	42233	27044	32730	44972	25789	22071	46122	21478	41704	6054.8	27874	47457	61854	18849	44162	39330	39033	30267	17245	47940	47972	28294	19254	40281	32361	22739	49212	51316	39774	21295	36470	20358	42582	7286.3	35958	33329	58960	32397	42637	29790	16556	38750	49972	20064	18961	41347	44791	22413	32942	35645	25653	33404	38196	41489	29883	35369	59611	22992	41509	41774	39123	18475	39917	21992	27738	37630	52295	37512	20690	40864	46190	41835	27364	45259	32320	35172	35617	26956	39333	42557	29692	28323	50556	33463	45146	50375	44630	16311	26972	34088	48009	0	41303	47063	54383	19659	43958	40288	37292	32667	36268	44785	18740	41196	37197	32228	39441	47305	36031	40446	24868	40274	7484.6	34636	41425	67562	17826	41774	39119	44988	33549	21833	38066	39759	32425	41629	43364	46674	46662	34908	23320	37062	26197	41350
334.27163	224570	390650	0	206480	0	260040	454800	807990	960600	616020	0	210030	206600	623480	621200	176200	1085500	307130	691010	1441200	965420	1131700	408010	564080	1195400	559710	0	0	440730	205570	809900	673090	1182200	788150	0	865650	855480	763830	1236100	660490	0	0	253230	194250	924680	1460600	421950	507460	182360	277020	491300	517330	324250	312730	319930	615510	386430	0	197260	545950	490220	0	432100	0	376510	588440	410850	974450	597380	1623400	459880	292800	1173300	0	1188900	0	740260	250730	562210	1325300	234990	792970	542210	0	388720	271000	248530	461950	1130000	967280	385280	0	1294500	198130	1139400	0	0	640630	499370	537410	219370	236050	0	333340	318780	199470	1490400	0	445230	470620	387570	368730	880710	980350	778540	1205500	708770	322540	1154100	413740	806600	517540	272740	1500600	622810	2350800	897850	286620	1030100	1330200	463120	1555300	1211100	1144600	1043300	670920	867970	1732600	1848000	558210	465160	2101200	1423300	654380	557480	1136600	1501700	1943000	2154400	632060	1275300	1353300	617800	1514700	2033100	469800	1119600	605510	875490	692020	2226200	434410	1065400	727830	2005000	619860	1434600	1175000	1577800	1223200	2790300	431170
448.98487	31474	29854	31599	13208	22483	17490	30471	15955	30111	16456	15095	16204	28785	20220	22656	20143	34282	27606	27477	38622	19351	19602	34051	11734	19762	20658	32923	13341	29786	17747	29801	16483	19060	19692	29829	20191	23973	23373	32303	25976	27937	28000	18979	37874	21558	17891	31165	11579	20610	21957	32506	16594	28783	17304	31167	13202	17283	19475	29086	24923	22229	23445	29616	30422	32105	31101	25118	34095	18478	17380	32193	11989	27022	17865	30310	27364	17893	13902	17269	17163	28822	19317	20078	21765	35642	26905	26728	25403	36795	20563	25225	22499	19594	17530	30976	14873	24437	15638	32676	18953	25898	23224	29094	25087	29270	21362	31307	25513	26654	23013	16298	29633	13846	28060	16760	22323	20155	29030	24708	24078	24921	34616	27764	35231	22279	27149	21317	23168	30972	12981	25313	22621	33084	16838	31604	33820	15994	22710	19806	33586	23798	26460	31128	33134	29181	33827	24315	23566	20819	29825	8857.2	20779	21418	36282	14956	29079	13820	37475	15510	20890	16863	31014	22611	22460	33872	31920	31104	24289	37700	18501	18075	27856
246.14492	50532	51956	50863	60539	59179	45367	56840	55602	39726	76295	47870	90469	55089	33301	31662	58544	56944	51253	55119	36033	0	75576	49390	66091	55466	49036	34690	44688	47913	55497	36418	66576	52551	70992	59098	36883	34495	52488	82122	40092	58354	64541	0	37665	70338	76609	55259	66637	64615	52048	44500	49837	43806	55006	26478	54610	46237	64215	51348	38387	35108	58730	77284	43989	49083	48195	33819	45495	58336	71974	56657	67888	51936	46674	40473	55428	53119	71810	48750	71897	50350	39773	32904	46354	74682	38761	56005	65138	39322	0	49694	55080	62182	52231	38364	45314	52953	58068	35218	48137	51740	38303	38934	49287	52831	0	30656	44304	43756	43771	47453	50292	61990	34773	63645	47308	77981	51234	27822	25756	48392	36571	44894	60712	0	33988	71306	46493	49285	75737	56975	42118	38151	51247	47117	28021	48555	39968	57469	43297	30454	43898	72888	34800	49662	39802	34881	42112	69871	36631	65949	43899	37880	35412	49952	38670	52337	29172	55896	47475	55431	51561	31070	51793	71669	46943	51918	44825	37598	45128	65640	52565
331.10143	78529	74807	75375	38036	91573	142640	86249	46151	60754	58815	47347	28838	79494	40355	24590	48775	27799	82247	59498	73285	36986	37126	90625	42067	48031	77719	70225	117100	89865	54630	58521	51194	65590	32544	86072	39880	29649	54489	16067	14160	80069	69411	32783	55264	37045	37697	81012	42866	40770	88716	78667	136340	80851	41423	67839	35223	58832	34984	76165	27716	29310	47108	20769	19731	81490	62967	41006	65413	35315	35136	83238	40994	28473	68559	74827	74844	50556	41954	52656	34291	77234	28189	24410	53424	28122	20076	74256	35990	63067	20875	80917	78796	44999	90498	76178	109530	68825	48005	66810	60537	60610	21576	18060	58740	58235	27297	51859	63542	65194	34200	106000	72066	42779	57449	53156	45922	35177	55745	35314	21312	39626	14052	73284	54171	32123	78853	36258	63645	120160	89906	99925	176950	146790	244260	120470	144190	118150	157110	74388	137730	73794	142860	51947	60028	111170	142020	70507	98184	74942	129280	89800	94529	192530	183620	271250	125240	117830	149230	105390	119190	70982	112720	82214	142400	57152	126650	141790	78695	156910	68592	86999	117210
399.29642	20227	20656	17443	34362	20573	19129	22296	21234	0	22143	15927	23340	19533	25791	21388	22994	20423	20470	19483	26281	30551	0	19422	28401	24191	25279	15990	0	0	19967	19220	21811	16454	12301	0	26295	20013	19922	25843	17599	21987	25898	36854	13430	28998	0	20918	0	22148	26591	14560	28141	0	22573	0	35432	0	0	21614	0	22509	25495	21428	0	19114	0	32196	23987	39998	0	21359	28026	0	29097	11636	23523	20762	24130	0	26203	18696	41686	23362	25530	23953	17780	25029	32840	23288	37242	22494	50808	19891	26933	15389	0	53208	21119	0	17632	57759	15627	22382	61880	22900	29733	33687	54767	59777	17989	25698	48891	21817	13915	16618	11480	25346	56465	18809	16482	25656	18242	55772	24963	27694	22700	29188	59712	34879	34652	16954	23273	17410	0	36239	21954	24960	0	21984	33674	0	29694	32290	17650	33007	26199	31210	52596	0	33785	35361	26706	25744	0	29305	28018	26731	12430	21499	0	24968	32670	16050	27305	27172	28397	22278	27198	15880	36775	25379	26596
371.0557	57411	62696	57463	31738	54491	78460	53027	48853	26502	74551	56193	68440	55261	46864	31306	76954	27497	58010	64312	42977	59141	38725	55008	26491	54680	49876	31039	69335	52035	51712	24884	58374	56468	59043	49064	46875	32238	63938	28652	30388	56957	66485	62852	44032	54407	32299	50321	28482	58803	47937	36150	67727	53889	48945	29747	56953	57001	58839	48227	44984	35545	68181	32841	35808	51397	56124	57366	41445	56503	33626	49414	28761	60079	50916	28938	56637	43055	50877	55861	51421	49876	44389	30156	63546	27511	30780	51188	53360	44221	51579	52022	52376	49713	46367	29111	66365	53411	50118	26824	64206	51455	31109	32617	52936	53728	61349	33325	47738	51643	53413	73707	53817	48410	27811	61285	51437	65832	53381	44078	23882	56497	27812	46492	61392	41001	41011	40381	51541	66661	35813	66762	54177	36135	83678	63959	30953	64550	68253	67187	59764	52763	74056	27988	32726	56285	61465	63606	59427	41319	54883	31393	61491	53686	40080	75787	57028	55599	31381	56051	67524	57630	58041	44556	78986	36670	58021	61148	58403	50935	57795	40345	59738
569.35264	131180	0	75635	80178	29126	31259	94402	59208	117040	20300	7456.1	25617	58194	45495	100750	38826	186680	54398	171010	251290	85069	44292	146760	123490	135060	88715	19374	21546	87385	61183	111700	60698	52634	106820	63998	227570	56904	65810	166830	120160	44973	15888	140830	21920	138700	56616	137370	86533	40729	60186	64345	77740	91332	24566	52052	100390	74902	18022	0	89602	92861	11517	15613	73671	111580	15428	147380	57575	157790	189070	77109	41438	66409	79834	64011	39174	107300	97542	52320	260970	35479	140790	115890	44206	153950	57999	92445	57226	58947	106240	117770	0	29183	71585	48785	37123	0	17684	165050	29251	0	47847	3791.2	0	22026	27975	103790	0	0	10690	18761	0	79908	68468	36486	94317	14526	0	26303	10889	20025	15724	0	12288	9574.9	91539	20881	0	84582	85410	57224	71437	50136	35255	68704	36130	34371	56318	67152	52053	23482	67158	79924	50553	68950	49171	61670	49374	46665	83774	78520	46940	60339	57678	63479	55233	76388	63290	95621	67473	133350	45968	105150	111250	78802	62702	96706	57749	64230	32920	53143	86506
409.27137	28557	32865	23640	31133	24714	23425	22787	22236	24312	31836	21141	22740	22615	26338	27529	22557	23099	19630	20623	20797	26999	19618	21349	22498	16928	25495	20913	23218	25543	23497	22921	32099	22936	26022	20135	22709	18369	19782	23599	23164	19811	19855	27189	25111	21331	25075	22421	25526	20655	25038	26891	25862	28599	22263	21062	20540	20375	21196	20448	28725	25899	23997	23537	26546	29940	24929	23578	25690	22108	17245	25194	24878	24988	26544	18653	23199	21532	18962	25096	21589	25362	20904	22993	24736	19152	18611	22435	19130	18699	28804	24156	26271	20745	24620	19823	35346	36559	34165	25111	26143	27705	20566	20993	22194	22974	26985	22187	18241	112530	17751	20231	15265	18471	17622	21666	21986	23019	21604	13639	17604	18697	20794	30229	19916	23327	17052	16559	22681	23053	19673	20864	21151	18298	18853	17672	18191	14217	14891	22434	20090	21045	19423	13945	16305	19693	18633	26683	25870	15837	20277	23892	24263	18939	20628	17128	19582	28146	15972	22322	20512	20056	25009	17370	17409	24980	23064	31012	20973	19383	41500	19081	19571
203.03858	104630	114590	115070	66767	90259	65660	124740	117390	125610	96676	69488	96681	137620	111790	77586	70370	118060	122130	59889	68767	61183	56769	114190	80823	109540	75997	50583	61832	113180	108230	124560	103440	58198	114230	117610	124100	95139	72398	134730	116270	112040	68895	63073	60002	50702	67354	127100	72552	121060	111560	57838	70103	108310	112790	112550	101520	72327	109860	116010	137580	94643	71696	157050	127970	104880	76314	57779	63463	73466	63784	117740	79933	96810	89593	55655	121240	110620	110360	69827	120700	106610	111820	93684	69295	129790	110930	117260	60059	69586	63049	117290	145780	114370	118620	58707	64562	146020	137840	153410	91481	130450	124760	122500	143460	102550	67240	93167	131200	127850	122830	78464	146180	127860	102220	136250	94127	155810	148830	150260	127670	91246	116490	125250	121160	61756	79346	83629	139840	61821	73339	64315	55275	56744	68451	61900	74580	54009	55945	68194	56742	68419	68244	71289	69406	57867	51347	62701	51846	63938	57531	59422	52858	53665	54988	53510	53136	59660	55462	44004	53472	58109	58117	58797	58777	71899	55952	51562	57669	51818	67008	58372	58595
148.07838	12843	13766	13465	8126.7	15145	14721	14823	14842	12545	13997	10365	11456	13937	8623.1	7536.3	10827	11140	13868	14304	13679	10401	9796.1	12883	9180.1	12985	15847	13511	13532	12501	14144	12952	13840	12687	13903	12461	7961.9	7306.3	11738	9952.6	7818.6	12259	13294	10872	10788	11299	9985.5	14125	9117	12718	15911	14529	15940	11477	16760	12314	14170	9832	11384	13120	8880.8	7128.8	11538	10334	9002.7	11704	13712	9286.3	11169	10856	9394.3	14438	8329.6	11473	15306	16779	11055	14316	14169	9738.3	12295	13145	10450	7459	11457	10064	8437.7	11145	8955.6	11618	12496	11957	10990	12235	18608	13352	13389	11603	14382	11646	11586	10216	9880.4	7493.4	12353	14179	11095	12023	10881	10745	9612.6	10599	9805.1	17497	13664	17469	10436	14246	10788	8015.6	4232.1	7220.5	5841.7	9025	15039	3447.1	15643	10115	10519	12362	19173	15020	20744	18455	24092	16411	16087	15612	13238	12138	14566	11780	20047	14692	10525	17134	18338	17549	16098	13193	13592	13313	15871	20692	15965	21042	16471	18644	16474	16394	16413	14431	14007	10859	16739	14624	14202	20860	16064	15769	15444	11813	15422
391.34314	29943	25652	26776	28793	84743	34484	23466	103740	32022	62632	45603	78035	28481	39403	32967	165640	55537	26650	75025	32455	92481	37593	19714	28772	90126	95355	39013	31903	22813	106750	40392	59620	37787	77135	25329	33515	21637	151830	54688	22067	32970	71701	70938	50730	93247	34314	22042	23628	124100	75281	33810	26275	25294	93725	30714	90497	36804	74270	25032	25752	28062	155620	71268	28056	22821	57519	53784	36692	85522	30897	22929	28099	107100	83565	37776	33872	98930	60428	40231	64888	20991	47947	30147	129980	61666	33444	29104	62926	36641	89790	22588	16526	109390	72166	22164	27164	15354	70582	31399	33757	14327	25803	26784	13437	35691	43210	30847	12905	16660	69976	17434	15172	101620	32476	38062	23135	40132	11424	24595	13664	98901	18757	13116	37766	30609	32851	22274	13518	15203	12985	57841	48825	18636	18935	14862	17935	47243	21956	54555	10933	27071	77575	41716	20399	12946	30786	41399	60192	26940	11869	17069	68882	46290	19322	16864	15603	63975	21963	42184	28243	51458	13546	20377	91307	42547	14421	36337	38012	30373	62924	24494	15188
346.25071	26405	27667	26714	106230	83424	74477	25486	129520	99687	78201	82979	102330	25858	112060	117890	104590	103480	25631	105030	96992	105330	99162	29717	107500	108790	131380	95308	101560	29057	103530	98645	89360	96246	98879	21704	121310	98835	104340	110220	102820	26715	82164	100360	109890	149060	115690	25377	93718	85476	78910	86542	87055	29275	130420	79323	138190	82614	84583	28665	84212	91316	98031	89101	89093	26363	86009	89701	108920	121340	97360	27405	95136	107170	108600	97951	27818	113870	116760	86339	102630	26673	226310	109760	119590	87799	110870	22578	102730	102860	164680	29363	19675	120260	79326	89472	94676	24734	110940	78800	66309	25294	110710	97612	28042	81092	97746	140900	25178	35736	98686	109380	35722	119470	96428	89429	106370	93369	31994	101970	104490	136890	110390	24441	97186	102200	139320	87982	25308	46079	110330	97293	129340	127640	121540	45586	90605	131510	125730	141760	38079	128260	126440	120640	113110	39869	107410	127670	156870	127540	44229	137780	155800	116890	96772	137550	34056	130360	95056	131970	110380	160160	38770	138120	129490	122470	39796	128340	116140	136900	136830	120140	35978
199.10804	18541	26484	32705	24739	16013	9393	28239	27341	28162	32987	27569	26290	18943	15195	20987	21473	32354	34125	21875	16578	20930	23762	33847	23424	27612	22922	12292	14295	24735	26165	22073	27971	24500	22130	17082	14797	18955	16202	15466	21549	26364	21487	12512	9646.8	22999	16179	17959	16014	18234	24491	8623	7467.4	16615	18162	15476	16926	13425	18268	11834	8732.5	10570	13009	13806	15805	17202	13072	7317.6	6930.5	9199.8	11051	14371	12912	12530	13217	9662.8	12325	12684	11121	13161	13443	8919.1	12203	8887.6	10863	10601	13240	22240	8270.6	6371.4	10200	13284	7619.5	5165.9	6091.4	4599.4	7005	5476.7	9024.5	6804.5	6036.6	7618.9	7756	0	8274.9	5446.2	6587.5	4532.1	8076.9	8915.2	8552.2	7102.3	7782.9	8457.1	8071.5	9976.5	8664.9	9288.9	5547.1	9022.7	6956.5	3613.1	9846.9	8216.7	8821.5	5058.7	9105.7	7187.2	9586.4	5354.1	5554.3	0	0	0	0	5018.3	0	0	3585.5	0	9538.2	4811.8	4488	4009.4	0	0	0	7694.1	4927.2	0	6260.9	0	7351.4	4376.5	4864.5	0	0	0	0	6415	0	0	6029.3	0	3809.9	0	0	0	0	4748.3	3900.3	0	0
128.01084	83999	90724	93803	81943	100590	126400	104440	85723	105920	113390	143890	107220	109410	167210	120260	101340	87100	105600	76049	89261	109710	150450	113030	105580	92082	82959	112980	111300	115070	85530	106490	98964	132360	101320	114450	175940	115380	95136	101480	127750	116310	84671	87396	93195	96255	141300	103220	101800	101140	82250	129370	121400	108040	81323	118140	89682	131930	115290	112170	157860	134870	88906	107040	124700	115210	80252	98165	94394	122120	155980	107520	90937	87012	83695	123890	125360	92276	109030	135400	102250	120260	112760	129890	78612	98033	106650	114820	98460	96075	103880	110930	94175	95908	86447	121560	104930	98324	107530	131740	167000	111830	124040	112380	107360	74327	82370	77214	104440	119860	107740	127830	108060	99822	124740	109340	145840	110340	118120	168450	170360	114700	141470	107470	76977	145850	96206	179410	122130	78367	77339	95804	88247	115160	101490	90071	117870	78729	122840	95320	91087	116360	83305	81680	104470	99154	73586	73217	105840	125230	113520	62903	66034	68978	100440	78554	93816	80696	94712	80626	114300	77992	92323	119390	72134	89567	86393	61447	74490	74884	91150	128620	83889
